1397.8763620853424,
1398.6221079826355,85.6
1399.2184150218964,86.4
1400.2227020263672,88.5
1401.2226090431213,89.6
1402.2225019931793,89.7
1403.2212281227112,90.4
1404.2239410877228,90.8
1405.218080997467,91.2
1406.2244319915771,91.3
1407.219022989273,91.4
1408.2237219810486,91.5
1409.2187700271606,91.6
1410.2269780635834,91.9
1411.2185051441193,91.9
1412.2259681224823,91.9
1413.2210981845856,91.9
1414.2259690761566,91.9
1415.2213079929352,92.1
1416.226124048233,92.1
1417.2176489830017,92.1
1418.2258131504059,92.1
1419.2177441120148,92.1
1420.2223131656647,92.2
1421.2176861763,92.2
1422.2157831192017,92.2
1423.2259349822998,92.2
1424.2192251682281,92.2
1425.2250061035156,92.3
1426.217318058014,92.4
