1172.0527851581573,86.0
1172.8093881607056,87.0
1173.6302649974823,88.1
1174.21817612648,89.6
1175.2236771583557,89.6
1176.217267036438,90.2
1177.2245590686798,90.8
1178.218595981598,91.1
1179.2233140468597,91.5
1180.218432188034,91.6
1181.2235741615295,91.7
1182.21835398674,91.7
1183.2231690883636,91.8
1184.218108177185,91.9
1185.2207570075989,92.0
1186.2141771316528,92.0
1187.2259922027588,92.0
1188.2213530540466,92.0
1189.2192780971527,92.2
1190.2208859920502,92.2
1191.2221159934998,92.2
1192.2204930782318,92.2
1193.2242350578308,92.3
1194.2139310836792,92.4
1195.2226841449738,92.4
1196.2148971557617,92.4
1197.2262082099915,92.4
1198.2182409763336,92.4
1199.2235550880432,92.4
1200.2149930000305,92.5
