1226.370027065277,86.7
1227.2183721065521,87.6
1228.2217161655426,88.5
1229.2198150157928,89.2
1230.2231380939484,89.8
1231.2193360328674,90.4
1232.222531080246,90.9
1233.2213640213013,91.2
1234.2239980697632,91.3
1235.219390153885,91.4
1236.2204730510712,91.5
1237.2163331508636,91.5
1238.224692106247,91.8
1239.2185740470886,91.8
1240.2246000766754,91.8
1241.2192780971527,91.9
1242.2240951061249,91.8
1243.2193961143494,92.0
1244.223335981369,92.1
1245.219074010849,92.0
1246.2256979942322,92.0
1247.2156829833984,92.1
1248.2216000556946,92.1
1249.2183890342712,92.1
1250.2256891727448,92.1
1251.2157061100006,92.1
1252.2245280742645,92.1
1253.2197370529175,92.1
1254.2246520519257,92.1
1255.219190120697,92.1
