1006.8294131755829,88.1
1007.6216790676117,88.1
1008.2153232097626,88.9
1009.2235980033875,89.4
1010.2186930179596,89.9
1011.2220981121063,90.4
1012.2168941497803,90.9
1013.2194921970367,91.3
1014.2174761295319,91.6
1015.221862077713,91.7
1016.2158381938934,91.7
1017.2234401702881,91.7
1018.2172000408173,91.7
1019.2198851108551,91.7
1020.2136240005493,91.7
1021.2173020839691,91.7
1022.2237360477448,91.7
1023.2165381908417,91.8
1024.2213530540466,91.8
1025.2179780006409,91.8
1026.2218580245972,91.8
1027.2136280536652,91.8
1028.2178201675415,91.8
1029.2259850502014,91.9
1030.2178971767426,91.9
1031.226303100586,91.9
1032.2185549736023,92.0
1033.2227420806885,92.0
1034.2156879901886,92.1
1035.2219791412354,92.1
