1344.8476660251617,84.0
1345.6239039897919,84.0
1346.2186222076416,85.7
1347.2247881889343,88.1
1348.2182400226593,88.8
1349.2259771823883,88.9
1350.2177519798279,89.6
1351.2267310619354,90.0
1352.2194650173187,90.6
1353.2233901023865,90.6
1354.2238211631775,91.1
1355.2258021831512,91.2
1356.2192211151123,91.3
1357.226401090622,91.4
1358.2171931266785,91.4
1359.2228569984436,91.6
1360.2196531295776,91.6
1361.22385597229,91.6
1362.2185690402985,91.6
1363.2226650714874,91.6
1364.2173280715942,91.7
1365.2178101539612,91.7
1366.2260270118713,91.7
1367.2178201675415,91.8
1368.2199680805206,91.8
1369.226222038269,91.9
1370.2161531448364,91.9
1371.22296500206,91.9
1372.2190010547638,91.9
1373.2259721755981,91.9
