1448.281996011734,86.3
1449.22483420372,87.8
1450.2193241119385,89.2
1451.2260551452637,90.1
1452.2177011966705,91.1
1453.2261910438538,91.6
1454.221055984497,92.1
1455.2259340286255,92.5
1456.2162990570068,92.6
1457.2258460521698,92.6
1458.21808719635,92.6
1459.2261881828308,92.6
1460.2213201522827,92.6
1461.2328851222992,92.6
1462.218141078949,92.6
1463.2260291576385,92.6
1464.2211701869965,92.6
1465.2224621772766,92.6
1466.2206761837006,92.6
1467.2264502048492,92.6
1468.2181940078735,92.6
1469.226317167282,92.6
1470.219246149063,92.5
1471.2315101623535,92.5
1472.2160379886627,92.5
1473.2258591651917,92.5
1474.219241142273,92.5
1475.2261521816254,92.5
1476.2198190689087,92.5
1477.2248680591583,92.4
